participant_id,age,gender,education,income,risk_score,loss_aversion,scenario_id,sure_amount,risky_amount,risky_prob,ev_risky,chose_risky
164,45,Male,Bachelor's,$20k–50k,4.19,4.25,4,8,14,0.7,9.8,0
165,19,Male,Master's,$20k–50k,4.17,4.15,1,5,12,0.5,6.0,1
165,19,Male,Master's,$20k–50k,4.17,4.15,2,10,18,0.6,10.8,0
165,19,Male,Master's,$20k–50k,4.17,4.15,3,3,20,0.25,5.0,0
165,19,Male,Master's,$20k–50k,4.17,4.15,4,8,14,0.7,9.8,1
166,59,Male,Master's,$20k–50k,4.07,4.99,1,5,12,0.5,6.0,0
166,59,Male,Master's,$20k–50k,4.07,4.99,2,10,18,0.6,10.8,0
166,59,Male,Master's,$20k–50k,4.07,4.99,3,3,20,0.25,5.0,1
166,59,Male,Master's,$20k–50k,4.07,4.99,4,8,14,0.7,9.8,0
167,62,Male,Some college,$100k+,4.1,5.19,1,5,12,0.5,6.0,1
167,62,Male,Some college,$100k+,4.1,5.19,2,10,18,0.6,10.8,1
167,62,Male,Some college,$100k+,4.1,5.19,3,3,20,0.25,5.0,0
167,62,Male,Some college,$100k+,4.1,5.19,4,8,14,0.7,9.8,0
168,23,Female,Master's,$50k–100k,3.67,3.66,1,5,12,0.5,6.0,0
168,23,Female,Master's,$50k–100k,3.67,3.66,2,10,18,0.6,10.8,1
168,23,Female,Master's,$50k–100k,3.67,3.66,3,3,20,0.25,5.0,1
168,23,Female,Master's,$50k–100k,3.67,3.66,4,8,14,0.7,9.8,0
169,45,Female,High school,$20k–50k,3.93,4.57,1,5,12,0.5,6.0,0
169,45,Female,High school,$20k–50k,3.93,4.57,2,10,18,0.6,10.8,1
169,45,Female,High school,$20k–50k,3.93,4.57,3,3,20,0.25,5.0,0
169,45,Female,High school,$20k–50k,3.93,4.57,4,8,14,0.7,9.8,1
170,45,Non-binary,Bachelor's,$50k–100k,4.29,2.48,1,5,12,0.5,6.0,1
170,45,Non-binary,Bachelor's,$50k–100k,4.29,2.48,2,10,18,0.6,10.8,1
170,45,Non-binary,Bachelor's,$50k–100k,4.29,2.48,3,3,20,0.25,5.0,1
170,45,Non-binary,Bachelor's,$50k–100k,4.29,2.48,4,8,14,0.7,9.8,1
171,61,Non-binary,Some college,$50k–100k,4.06,5.94,1,5,12,0.5,6.0,0
171,61,Non-binary,Some college,$50k–100k,4.06,5.94,2,10,18,0.6,10.8,0
171,61,Non-binary,Some college,$50k–100k,4.06,5.94,3,3,20,0.25,5.0,1
171,61,Non-binary,Some college,$50k–100k,4.06,5.94,4,8,14,0.7,9.8,0
172,61,Female,High school,$20k–50k,4.35,3.99,1,5,12,0.5,6.0,1
172,61,Female,High school,$20k–50k,4.35,3.99,2,10,18,0.6,10.8,0
172,61,Female,High school,$20k–50k,4.35,3.99,3,3,20,0.25,5.0,1
172,61,Female,High school,$20k–50k,4.35,3.99,4,8,14,0.7,9.8,1
173,37,Female,High school,$20k–50k,4.32,4.56,1,5,12,0.5,6.0,1
173,37,Female,High school,$20k–50k,4.32,4.56,2,10,18,0.6,10.8,0
173,37,Female,High school,$20k–50k,4.32,4.56,3,3,20,0.25,5.0,0
173,37,Female,High school,$20k–50k,4.32,4.56,4,8,14,0.7,9.8,0
174,47,Female,Bachelor's,<$20k,4.53,4.19,1,5,12,0.5,6.0,0
174,47,Female,Bachelor's,<$20k,4.53,4.19,2,10,18,0.6,10.8,0
174,47,Female,Bachelor's,<$20k,4.53,4.19,3,3,20,0.25,5.0,0
174,47,Female,Bachelor's,<$20k,4.53,4.19,4,8,14,0.7,9.8,0
175,28,Female,Some college,$20k–50k,3.39,5.65,1,5,12,0.5,6.0,1
175,28,Female,Some college,$20k–50k,3.39,5.65,2,10,18,0.6,10.8,1
175,28,Female,Some college,$20k–50k,3.39,5.65,3,3,20,0.25,5.0,0
175,28,Female,Some college,$20k–50k,3.39,5.65,4,8,14,0.7,9.8,0
176,45,Male,Master's,$50k–100k,3.99,1.66,1,5,12,0.5,6.0,1
176,45,Male,Master's,$50k–100k,3.99,1.66,2,10,18,0.6,10.8,1
176,45,Male,Master's,$50k–100k,3.99,1.66,3,3,20,0.25,5.0,1
176,45,Male,Master's,$50k–100k,3.99,1.66,4,8,14,0.7,9.8,1
177,42,Male,High school,$20k–50k,4.35,4.48,1,5,12,0.5,6.0,1
177,42,Male,High school,$20k–50k,4.35,4.48,2,10,18,0.6,10.8,1
177,42,Male,High school,$20k–50k,4.35,4.48,3,3,20,0.25,5.0,1
177,42,Male,High school,$20k–50k,4.35,4.48,4,8,14,0.7,9.8,1
178,56,Male,Some college,$50k–100k,3.83,4.39,1,5,12,0.5,6.0,1
178,56,Male,Some college,$50k–100k,3.83,4.39,2,10,18,0.6,10.8,0
178,56,Male,Some college,$50k–100k,3.83,4.39,3,3,20,0.25,5.0,1
178,56,Male,Some college,$50k–100k,3.83,4.39,4,8,14,0.7,9.8,0
179,50,Female,Bachelor's,$50k–100k,4.31,4.05,1,5,12,0.5,6.0,1
179,50,Female,Bachelor's,$50k–100k,4.31,4.05,2,10,18,0.6,10.8,0
179,50,Female,Bachelor's,$50k–100k,4.31,4.05,3,3,20,0.25,5.0,0
179,50,Female,Bachelor's,$50k–100k,4.31,4.05,4,8,14,0.7,9.8,0
180,18,Female,Master's,<$20k,3.89,6.23,1,5,12,0.5,6.0,0
180,18,Female,Master's,<$20k,3.89,6.23,2,10,18,0.6,10.8,0
180,18,Female,Master's,<$20k,3.89,6.23,3,3,20,0.25,5.0,0
180,18,Female,Master's,<$20k,3.89,6.23,4,8,14,0.7,9.8,0
181,44,Male,Some college,$50k–100k,4.5,3.61,1,5,12,0.5,6.0,1
181,44,Male,Some college,$50k–100k,4.5,3.61,2,10,18,0.6,10.8,0
181,44,Male,Some college,$50k–100k,4.5,3.61,3,3,20,0.25,5.0,1
181,44,Male,Some college,$50k–100k,4.5,3.61,4,8,14,0.7,9.8,1
182,30,Female,Bachelor's,$20k–50k,4.02,5.27,1,5,12,0.5,6.0,0
182,30,Female,Bachelor's,$20k–50k,4.02,5.27,2,10,18,0.6,10.8,1
182,30,Female,Bachelor's,$20k–50k,4.02,5.27,3,3,20,0.25,5.0,1
182,30,Female,Bachelor's,$20k–50k,4.02,5.27,4,8,14,0.7,9.8,0
183,58,Female,Master's,$100k+,4.0,4.86,1,5,12,0.5,6.0,1
183,58,Female,Master's,$100k+,4.0,4.86,2,10,18,0.6,10.8,1
183,58,Female,Master's,$100k+,4.0,4.86,3,3,20,0.25,5.0,0
183,58,Female,Master's,$100k+,4.0,4.86,4,8,14,0.7,9.8,0
184,20,Male,Bachelor's,$50k–100k,4.07,5.76,1,5,12,0.5,6.0,0
184,20,Male,Bachelor's,$50k–100k,4.07,5.76,2,10,18,0.6,10.8,1
184,20,Male,Bachelor's,$50k–100k,4.07,5.76,3,3,20,0.25,5.0,1
184,20,Male,Bachelor's,$50k–100k,4.07,5.76,4,8,14,0.7,9.8,0
185,56,Male,Some college,$100k+,3.54,3.83,1,5,12,0.5,6.0,0
185,56,Male,Some college,$100k+,3.54,3.83,2,10,18,0.6,10.8,1
185,56,Male,Some college,$100k+,3.54,3.83,3,3,20,0.25,5.0,0
185,56,Male,Some college,$100k+,3.54,3.83,4,8,14,0.7,9.8,0
186,23,Female,High school,$50k–100k,3.89,3.77,1,5,12,0.5,6.0,0
186,23,Female,High school,$50k–100k,3.89,3.77,2,10,18,0.6,10.8,1
186,23,Female,High school,$50k–100k,3.89,3.77,3,3,20,0.25,5.0,0
186,23,Female,High school,$50k–100k,3.89,3.77,4,8,14,0.7,9.8,0
187,25,Female,Master's,<$20k,3.93,5.6,1,5,12,0.5,6.0,1
187,25,Female,Master's,<$20k,3.93,5.6,2,10,18,0.6,10.8,1
187,25,Female,Master's,<$20k,3.93,5.6,3,3,20,0.25,5.0,1
187,25,Female,Master's,<$20k,3.93,5.6,4,8,14,0.7,9.8,0
188,44,Female,High school,$50k–100k,3.8,4.93,1,5,12,0.5,6.0,0
188,44,Female,High school,$50k–100k,3.8,4.93,2,10,18,0.6,10.8,1
188,44,Female,High school,$50k–100k,3.8,4.93,3,3,20,0.25,5.0,0
188,44,Female,High school,$50k–100k,3.8,4.93,4,8,14,0.7,9.8,0
189,26,Female,Master's,$100k+,3.93,2.96,1,5,12,0.5,6.0,0
189,26,Female,Master's,$100k+,3.93,2.96,2,10,18,0.6,10.8,0
189,26,Female,Master's,$100k+,3.93,2.96,3,3,20,0.25,5.0,1
189,26,Female,Master's,$100k+,3.93,2.96,4,8,14,0.7,9.8,1
190,54,Female,Bachelor's,$50k–100k,5.05,3.96,1,5,12,0.5,6.0,1
190,54,Female,Bachelor's,$50k–100k,5.05,3.96,2,10,18,0.6,10.8,0
190,54,Female,Bachelor's,$50k–100k,5.05,3.96,3,3,20,0.25,5.0,0
190,54,Female,Bachelor's,$50k–100k,5.05,3.96,4,8,14,0.7,9.8,0
191,50,Female,PhD,$100k+,4.02,4.89,1,5,12,0.5,6.0,0
191,50,Female,PhD,$100k+,4.02,4.89,2,10,18,0.6,10.8,0
191,50,Female,PhD,$100k+,4.02,4.89,3,3,20,0.25,5.0,1
191,50,Female,PhD,$100k+,4.02,4.89,4,8,14,0.7,9.8,0
192,59,Female,Master's,$100k+,3.99,5.34,1,5,12,0.5,6.0,1
192,59,Female,Master's,$100k+,3.99,5.34,2,10,18,0.6,10.8,0
192,59,Female,Master's,$100k+,3.99,5.34,3,3,20,0.25,5.0,0
192,59,Female,Master's,$100k+,3.99,5.34,4,8,14,0.7,9.8,1
193,61,Female,PhD,$20k–50k,3.78,3.82,1,5,12,0.5,6.0,0
193,61,Female,PhD,$20k–50k,3.78,3.82,2,10,18,0.6,10.8,0
193,61,Female,PhD,$20k–50k,3.78,3.82,3,3,20,0.25,5.0,0
193,61,Female,PhD,$20k–50k,3.78,3.82,4,8,14,0.7,9.8,0
194,41,Male,Bachelor's,$20k–50k,3.22,1.59,1,5,12,0.5,6.0,1
194,41,Male,Bachelor's,$20k–50k,3.22,1.59,2,10,18,0.6,10.8,0
194,41,Male,Bachelor's,$20k–50k,3.22,1.59,3,3,20,0.25,5.0,0
194,41,Male,Bachelor's,$20k–50k,3.22,1.59,4,8,14,0.7,9.8,1
195,32,Male,Master's,$50k–100k,3.78,5.02,1,5,12,0.5,6.0,0
195,32,Male,Master's,$50k–100k,3.78,5.02,2,10,18,0.6,10.8,0
195,32,Male,Master's,$50k–100k,3.78,5.02,3,3,20,0.25,5.0,1
195,32,Male,Master's,$50k–100k,3.78,5.02,4,8,14,0.7,9.8,0
196,49,Male,Bachelor's,$20k–50k,4.08,3.28,1,5,12,0.5,6.0,0
196,49,Male,Bachelor's,$20k–50k,4.08,3.28,2,10,18,0.6,10.8,1
196,49,Male,Bachelor's,$20k–50k,4.08,3.28,3,3,20,0.25,5.0,1
196,49,Male,Bachelor's,$20k–50k,4.08,3.28,4,8,14,0.7,9.8,0
197,49,Female,Bachelor's,$100k+,4.98,2.48,1,5,12,0.5,6.0,0
197,49,Female,Bachelor's,$100k+,4.98,2.48,2,10,18,0.6,10.8,1
197,49,Female,Bachelor's,$100k+,4.98,2.48,3,3,20,0.25,5.0,0
197,49,Female,Bachelor's,$100k+,4.98,2.48,4,8,14,0.7,9.8,0
198,41,Female,Bachelor's,$100k+,4.15,1.67,1,5,12,0.5,6.0,1
198,41,Female,Bachelor's,$100k+,4.15,1.67,2,10,18,0.6,10.8,1
198,41,Female,Bachelor's,$100k+,4.15,1.67,3,3,20,0.25,5.0,1
198,41,Female,Bachelor's,$100k+,4.15,1.67,4,8,14,0.7,9.8,1
199,58,Female,Master's,$20k–50k,4.81,5.31,1,5,12,0.5,6.0,0
199,58,Female,Master's,$20k–50k,4.81,5.31,2,10,18,0.6,10.8,0
199,58,Female,Master's,$20k–50k,4.81,5.31,3,3,20,0.25,5.0,0
199,58,Female,Master's,$20k–50k,4.81,5.31,4,8,14,0.7,9.8,0
200,29,Male,PhD,$20k–50k,4.42,4.63,1,5,12,0.5,6.0,0
200,29,Male,PhD,$20k–50k,4.42,4.63,2,10,18,0.6,10.8,0
200,29,Male,PhD,$20k–50k,4.42,4.63,3,3,20,0.25,5.0,1
200,29,Male,PhD,$20k–50k,4.42,4.63,4,8,14,0.7,9.8,1
201,56,Male,Master's,$50k–100k,2.97,4.27,1,5,12,0.5,6.0,0
201,56,Male,Master's,$50k–100k,2.97,4.27,2,10,18,0.6,10.8,0
201,56,Male,Master's,$50k–100k,2.97,4.27,3,3,20,0.25,5.0,0
201,56,Male,Master's,$50k–100k,2.97,4.27,4,8,14,0.7,9.8,0
202,19,Male,Bachelor's,$20k–50k,4.61,5.89,1,5,12,0.5,6.0,1
202,19,Male,Bachelor's,$20k–50k,4.61,5.89,2,10,18,0.6,10.8,1
202,19,Male,Bachelor's,$20k–50k,4.61,5.89,3,3,20,0.25,5.0,0
202,19,Male,Bachelor's,$20k–50k,4.61,5.89,4,8,14,0.7,9.8,0
203,20,Male,Bachelor's,$100k+,4.14,5.14,1,5,12,0.5,6.0,0
203,20,Male,Bachelor's,$100k+,4.14,5.14,2,10,18,0.6,10.8,0
203,20,Male,Bachelor's,$100k+,4.14,5.14,3,3,20,0.25,5.0,0
203,20,Male,Bachelor's,$100k+,4.14,5.14,4,8,14,0.7,9.8,0
204,54,Female,Master's,$20k–50k,3.33,6.12,1,5,12,0.5,6.0,0
204,54,Female,Master's,$20k–50k,3.33,6.12,2,10,18,0.6,10.8,0
204,54,Female,Master's,$20k–50k,3.33,6.12,3,3,20,0.25,5.0,0
204,54,Female,Master's,$20k–50k,3.33,6.12,4,8,14,0.7,9.8,0
205,34,Male,Some college,$50k–100k,4.14,3.11,1,5,12,0.5,6.0,1
205,34,Male,Some college,$50k–100k,4.14,3.11,2,10,18,0.6,10.8,0
205,34,Male,Some college,$50k–100k,4.14,3.11,3,3,20,0.25,5.0,1
205,34,Male,Some college,$50k–100k,4.14,3.11,4,8,14,0.7,9.8,1
206,19,Male,High school,<$20k,3.11,4.47,1,5,12,0.5,6.0,0
206,19,Male,High school,<$20k,3.11,4.47,2,10,18,0.6,10.8,0
206,19,Male,High school,<$20k,3.11,4.47,3,3,20,0.25,5.0,0
206,19,Male,High school,<$20k,3.11,4.47,4,8,14,0.7,9.8,1
207,19,Female,Bachelor's,$50k–100k,4.12,2.88,1,5,12,0.5,6.0,0
207,19,Female,Bachelor's,$50k–100k,4.12,2.88,2,10,18,0.6,10.8,1
207,19,Female,Bachelor's,$50k–100k,4.12,2.88,3,3,20,0.25,5.0,0
207,19,Female,Bachelor's,$50k–100k,4.12,2.88,4,8,14,0.7,9.8,0
208,45,Male,Some college,$50k–100k,4.19,4.27,1,5,12,0.5,6.0,1
208,45,Male,Some college,$50k–100k,4.19,4.27,2,10,18,0.6,10.8,1
208,45,Male,Some college,$50k–100k,4.19,4.27,3,3,20,0.25,5.0,1
208,45,Male,Some college,$50k–100k,4.19,4.27,4,8,14,0.7,9.8,0
209,40,Female,Some college,$50k–100k,4.07,4.25,1,5,12,0.5,6.0,0
209,40,Female,Some college,$50k–100k,4.07,4.25,2,10,18,0.6,10.8,0
209,40,Female,Some college,$50k–100k,4.07,4.25,3,3,20,0.25,5.0,0
209,40,Female,Some college,$50k–100k,4.07,4.25,4,8,14,0.7,9.8,1
210,54,Female,Some college,$20k–50k,4.64,5.13,1,5,12,0.5,6.0,0
210,54,Female,Some college,$20k–50k,4.64,5.13,2,10,18,0.6,10.8,0
210,54,Female,Some college,$20k–50k,4.64,5.13,3,3,20,0.25,5.0,1
210,54,Female,Some college,$20k–50k,4.64,5.13,4,8,14,0.7,9.8,1
211,49,Male,High school,$50k–100k,4.9,4.55,1,5,12,0.5,6.0,1
211,49,Male,High school,$50k–100k,4.9,4.55,2,10,18,0.6,10.8,1
211,49,Male,High school,$50k–100k,4.9,4.55,3,3,20,0.25,5.0,1
211,49,Male,High school,$50k–100k,4.9,4.55,4,8,14,0.7,9.8,0
212,50,Female,High school,$100k+,4.21,5.12,1,5,12,0.5,6.0,1
212,50,Female,High school,$100k+,4.21,5.12,2,10,18,0.6,10.8,0
212,50,Female,High school,$100k+,4.21,5.12,3,3,20,0.25,5.0,0
212,50,Female,High school,$100k+,4.21,5.12,4,8,14,0.7,9.8,0
213,18,Female,PhD,$20k–50k,3.86,5.2,1,5,12,0.5,6.0,0
213,18,Female,PhD,$20k–50k,3.86,5.2,2,10,18,0.6,10.8,0
213,18,Female,PhD,$20k–50k,3.86,5.2,3,3,20,0.25,5.0,0
213,18,Female,PhD,$20k–50k,3.86,5.2,4,8,14,0.7,9.8,1
214,36,Female,Bachelor's,<$20k,4.77,6.65,1,5,12,0.5,6.0,0
214,36,Female,Bachelor's,<$20k,4.77,6.65,2,10,18,0.6,10.8,0
214,36,Female,Bachelor's,<$20k,4.77,6.65,3,3,20,0.25,5.0,1
214,36,Female,Bachelor's,<$20k,4.77,6.65,4,8,14,0.7,9.8,1
215,19,Male,Bachelor's,<$20k,4.81,4.18,1,5,12,0.5,6.0,1
215,19,Male,Bachelor's,<$20k,4.81,4.18,2,10,18,0.6,10.8,0
215,19,Male,Bachelor's,<$20k,4.81,4.18,3,3,20,0.25,5.0,1
215,19,Male,Bachelor's,<$20k,4.81,4.18,4,8,14,0.7,9.8,0
216,61,Female,Bachelor's,$50k–100k,4.23,3.56,1,5,12,0.5,6.0,1
216,61,Female,Bachelor's,$50k–100k,4.23,3.56,2,10,18,0.6,10.8,0
216,61,Female,Bachelor's,$50k–100k,4.23,3.56,3,3,20,0.25,5.0,1
216,61,Female,Bachelor's,$50k–100k,4.23,3.56,4,8,14,0.7,9.8,0
217,43,Female,Some college,$50k–100k,4.78,4.75,1,5,12,0.5,6.0,1
217,43,Female,Some college,$50k–100k,4.78,4.75,2,10,18,0.6,10.8,1
217,43,Female,Some college,$50k–100k,4.78,4.75,3,3,20,0.25,5.0,1
217,43,Female,Some college,$50k–100k,4.78,4.75,4,8,14,0.7,9.8,1
218,49,Male,PhD,$50k–100k,3.3,3.7,1,5,12,0.5,6.0,1
218,49,Male,PhD,$50k–100k,3.3,3.7,2,10,18,0.6,10.8,0
218,49,Male,PhD,$50k–100k,3.3,3.7,3,3,20,0.25,5.0,0
218,49,Male,PhD,$50k–100k,3.3,3.7,4,8,14,0.7,9.8,1
219,23,Male,Master's,$20k–50k,4.44,5.98,1,5,12,0.5,6.0,1
219,23,Male,Master's,$20k–50k,4.44,5.98,2,10,18,0.6,10.8,0
219,23,Male,Master's,$20k–50k,4.44,5.98,3,3,20,0.25,5.0,1
219,23,Male,Master's,$20k–50k,4.44,5.98,4,8,14,0.7,9.8,0
220,49,Non-binary,High school,$20k–50k,3.75,4.22,1,5,12,0.5,6.0,1
220,49,Non-binary,High school,$20k–50k,3.75,4.22,2,10,18,0.6,10.8,0
220,49,Non-binary,High school,$20k–50k,3.75,4.22,3,3,20,0.25,5.0,1
220,49,Non-binary,High school,$20k–50k,3.75,4.22,4,8,14,0.7,9.8,1
221,21,Female,Bachelor's,$50k–100k,4.35,3.93,1,5,12,0.5,6.0,0
221,21,Female,Bachelor's,$50k–100k,4.35,3.93,2,10,18,0.6,10.8,0
221,21,Female,Bachelor's,$50k–100k,4.35,3.93,3,3,20,0.25,5.0,1
221,21,Female,Bachelor's,$50k–100k,4.35,3.93,4,8,14,0.7,9.8,0
222,28,Male,Master's,$50k–100k,3.32,4.03,1,5,12,0.5,6.0,0
222,28,Male,Master's,$50k–100k,3.32,4.03,2,10,18,0.6,10.8,0
222,28,Male,Master's,$50k–100k,3.32,4.03,3,3,20,0.25,5.0,1
222,28,Male,Master's,$50k–100k,3.32,4.03,4,8,14,0.7,9.8,0
223,34,Female,PhD,$100k+,3.83,5.22,1,5,12,0.5,6.0,0
223,34,Female,PhD,$100k+,3.83,5.22,2,10,18,0.6,10.8,0
223,34,Female,PhD,$100k+,3.83,5.22,3,3,20,0.25,5.0,1
223,34,Female,PhD,$100k+,3.83,5.22,4,8,14,0.7,9.8,0
224,55,Male,Bachelor's,<$20k,3.43,4.34,1,5,12,0.5,6.0,0
224,55,Male,Bachelor's,<$20k,3.43,4.34,2,10,18,0.6,10.8,0
224,55,Male,Bachelor's,<$20k,3.43,4.34,3,3,20,0.25,5.0,0
224,55,Male,Bachelor's,<$20k,3.43,4.34,4,8,14,0.7,9.8,1
225,41,Male,Bachelor's,$50k–100k,3.54,3.86,1,5,12,0.5,6.0,0
225,41,Male,Bachelor's,$50k–100k,3.54,3.86,2,10,18,0.6,10.8,0
225,41,Male,Bachelor's,$50k–100k,3.54,3.86,3,3,20,0.25,5.0,1
225,41,Male,Bachelor's,$50k–100k,3.54,3.86,4,8,14,0.7,9.8,0
226,22,Male,Some college,$20k–50k,3.31,6.17,1,5,12,0.5,6.0,0
226,22,Male,Some college,$20k–50k,3.31,6.17,2,10,18,0.6,10.8,0
226,22,Male,Some college,$20k–50k,3.31,6.17,3,3,20,0.25,5.0,1
226,22,Male,Some college,$20k–50k,3.31,6.17,4,8,14,0.7,9.8,0
227,51,Male,PhD,$20k–50k,4.39,3.64,1,5,12,0.5,6.0,1
227,51,Male,PhD,$20k–50k,4.39,3.64,2,10,18,0.6,10.8,0
227,51,Male,PhD,$20k–50k,4.39,3.64,3,3,20,0.25,5.0,0
227,51,Male,PhD,$20k–50k,4.39,3.64,4,8,14,0.7,9.8,1
228,23,Male,Some college,$50k–100k,3.52,4.54,1,5,12,0.5,6.0,0
228,23,Male,Some college,$50k–100k,3.52,4.54,2,10,18,0.6,10.8,0
228,23,Male,Some college,$50k–100k,3.52,4.54,3,3,20,0.25,5.0,0
228,23,Male,Some college,$50k–100k,3.52,4.54,4,8,14,0.7,9.8,0
229,39,Male,PhD,$50k–100k,4.66,5.15,1,5,12,0.5,6.0,1
229,39,Male,PhD,$50k–100k,4.66,5.15,2,10,18,0.6,10.8,0
229,39,Male,PhD,$50k–100k,4.66,5.15,3,3,20,0.25,5.0,0
229,39,Male,PhD,$50k–100k,4.66,5.15,4,8,14,0.7,9.8,1
230,28,Female,Bachelor's,$100k+,3.98,2.87,1,5,12,0.5,6.0,1
230,28,Female,Bachelor's,$100k+,3.98,2.87,2,10,18,0.6,10.8,1
230,28,Female,Bachelor's,$100k+,3.98,2.87,3,3,20,0.25,5.0,1
230,28,Female,Bachelor's,$100k+,3.98,2.87,4,8,14,0.7,9.8,1
231,33,Male,Bachelor's,<$20k,4.28,4.98,1,5,12,0.5,6.0,1
231,33,Male,Bachelor's,<$20k,4.28,4.98,2,10,18,0.6,10.8,0
231,33,Male,Bachelor's,<$20k,4.28,4.98,3,3,20,0.25,5.0,1
231,33,Male,Bachelor's,<$20k,4.28,4.98,4,8,14,0.7,9.8,0
232,50,Male,Bachelor's,<$20k,3.85,3.44,1,5,12,0.5,6.0,1
232,50,Male,Bachelor's,<$20k,3.85,3.44,2,10,18,0.6,10.8,1
232,50,Male,Bachelor's,<$20k,3.85,3.44,3,3,20,0.25,5.0,1
232,50,Male,Bachelor's,<$20k,3.85,3.44,4,8,14,0.7,9.8,1
233,26,Female,Some college,$50k–100k,5.01,5.32,1,5,12,0.5,6.0,0
233,26,Female,Some college,$50k–100k,5.01,5.32,2,10,18,0.6,10.8,0
233,26,Female,Some college,$50k–100k,5.01,5.32,3,3,20,0.25,5.0,0
233,26,Female,Some college,$50k–100k,5.01,5.32,4,8,14,0.7,9.8,0
234,23,Male,Some college,$50k–100k,3.64,3.54,1,5,12,0.5,6.0,0
234,23,Male,Some college,$50k–100k,3.64,3.54,2,10,18,0.6,10.8,0
234,23,Male,Some college,$50k–100k,3.64,3.54,3,3,20,0.25,5.0,0
234,23,Male,Some college,$50k–100k,3.64,3.54,4,8,14,0.7,9.8,1
235,33,Female,Some college,$20k–50k,3.54,5.19,1,5,12,0.5,6.0,0
235,33,Female,Some college,$20k–50k,3.54,5.19,2,10,18,0.6,10.8,0
235,33,Female,Some college,$20k–50k,3.54,5.19,3,3,20,0.25,5.0,0
235,33,Female,Some college,$20k–50k,3.54,5.19,4,8,14,0.7,9.8,0
236,46,Male,Some college,<$20k,3.77,5.61,1,5,12,0.5,6.0,1
236,46,Male,Some college,<$20k,3.77,5.61,2,10,18,0.6,10.8,0
236,46,Male,Some college,<$20k,3.77,5.61,3,3,20,0.25,5.0,0
236,46,Male,Some college,<$20k,3.77,5.61,4,8,14,0.7,9.8,0
237,20,Male,Master's,<$20k,4.18,5.36,1,5,12,0.5,6.0,1
237,20,Male,Master's,<$20k,4.18,5.36,2,10,18,0.6,10.8,1
237,20,Male,Master's,<$20k,4.18,5.36,3,3,20,0.25,5.0,0
237,20,Male,Master's,<$20k,4.18,5.36,4,8,14,0.7,9.8,1
238,37,Male,Bachelor's,$100k+,4.03,4.75,1,5,12,0.5,6.0,0
238,37,Male,Bachelor's,$100k+,4.03,4.75,2,10,18,0.6,10.8,1
238,37,Male,Bachelor's,$100k+,4.03,4.75,3,3,20,0.25,5.0,1
238,37,Male,Bachelor's,$100k+,4.03,4.75,4,8,14,0.7,9.8,0
239,53,Male,High school,$20k–50k,3.24,4.27,1,5,12,0.5,6.0,1
239,53,Male,High school,$20k–50k,3.24,4.27,2,10,18,0.6,10.8,0
239,53,Male,High school,$20k–50k,3.24,4.27,3,3,20,0.25,5.0,0
239,53,Male,High school,$20k–50k,3.24,4.27,4,8,14,0.7,9.8,0
240,36,Male,PhD,$20k–50k,2.83,3.92,1,5,12,0.5,6.0,0
240,36,Male,PhD,$20k–50k,2.83,3.92,2,10,18,0.6,10.8,0
240,36,Male,PhD,$20k–50k,2.83,3.92,3,3,20,0.25,5.0,0
240,36,Male,PhD,$20k–50k,2.83,3.92,4,8,14,0.7,9.8,0
241,43,Male,Master's,$20k–50k,3.54,5.97,1,5,12,0.5,6.0,0
241,43,Male,Master's,$20k–50k,3.54,5.97,2,10,18,0.6,10.8,1
241,43,Male,Master's,$20k–50k,3.54,5.97,3,3,20,0.25,5.0,0
241,43,Male,Master's,$20k–50k,3.54,5.97,4,8,14,0.7,9.8,1
242,20,Male,PhD,$20k–50k,3.8,3.8,1,5,12,0.5,6.0,0
242,20,Male,PhD,$20k–50k,3.8,3.8,2,10,18,0.6,10.8,1
242,20,Male,PhD,$20k–50k,3.8,3.8,3,3,20,0.25,5.0,0
242,20,Male,PhD,$20k–50k,3.8,3.8,4,8,14,0.7,9.8,1
243,36,Male,PhD,<$20k,4.53,3.46,1,5,12,0.5,6.0,1
243,36,Male,PhD,<$20k,4.53,3.46,2,10,18,0.6,10.8,1
243,36,Male,PhD,<$20k,4.53,3.46,3,3,20,0.25,5.0,1
243,36,Male,PhD,<$20k,4.53,3.46,4,8,14,0.7,9.8,1
244,37,Male,Some college,$50k–100k,3.7,5.17,1,5,12,0.5,6.0,1
244,37,Male,Some college,$50k–100k,3.7,5.17,2,10,18,0.6,10.8,0
244,37,Male,Some college,$50k–100k,3.7,5.17,3,3,20,0.25,5.0,1
244,37,Male,Some college,$50k–100k,3.7,5.17,4,8,14,0.7,9.8,1
245,49,Male,Bachelor's,<$20k,3.82,3.7,1,5,12,0.5,6.0,1
245,49,Male,Bachelor's,<$20k,3.82,3.7,2,10,18,0.6,10.8,0
245,49,Male,Bachelor's,<$20k,3.82,3.7,3,3,20,0.25,5.0,0
245,49,Male,Bachelor's,<$20k,3.82,3.7,4,8,14,0.7,9.8,1
246,24,Male,Master's,$100k+,4.61,3.55,1,5,12,0.5,6.0,1
246,24,Male,Master's,$100k+,4.61,3.55,2,10,18,0.6,10.8,0
246,24,Male,Master's,$100k+,4.61,3.55,3,3,20,0.25,5.0,1
246,24,Male,Master's,$100k+,4.61,3.55,4,8,14,0.7,9.8,1
247,58,Female,Bachelor's,$20k–50k,4.23,3.06,1,5,12,0.5,6.0,1
